matchID,Player,playerWin,variable,mon
699244475,Ezrael,0,Brought1,Landorus
705430379,Jamie Grillt,1,Brought1,Charizard
705430379,zeen172m,0,Brought1,Scizor
713043833,Ralfdude90,1,Brought1,Manectric
713043833,Dynamoon,0,Brought1,Salamence
683912562,Euler,1,Brought1,Kangaskhan
683912562,Braverius,0,Brought1,Charizard
688834108,Ne\xcd\x9c\xcd\xa1crocat219,1,Brought1,Metagross
688834108,AgentOrangeJulius,0,Brought1,Latias
698797545,Breloom7,0,Brought1,Metagross
698797545,chuppa,1,Brought1,Marowak
699256398,emforbes,0,Brought1,Charizard
699256398,ChipuauVGC,1,Brought1,Manectric
713459604,Sakurauchi CHika,0,Brought1,Salamence
713459604,Kyriakou,1,Brought1,Whimsicott
683406881,leimin,0,Brought1,Tapu Lele
683406881,JHufself,1,Brought1,Snorlax
711860582,SpringsVGC,0,Brought1,Tapu Koko
711860582,RaiderVGC,1,Brought1,Latias
702771357,SudokuMasta,1,Brought1,Charizard
702771357,MrPenguin93,0,Brought1,Tyranitar
686967702,LegacyVGC,0,Brought1,Tyranitar
686967702,PinkSylvie,1,Brought1,Charizard
698277333,junioichi,1,Brought1,Charizard
698277333,Footstool,0,Brought1,Landorus
701271761,mihrab,1,Brought1,Charizard
701271761,tryingsomethingnew,0,Brought1,Kangaskhan
686491703,CarsonC_,1,Brought1,Landorus
686491703,PadoVGC,0,Brought1,Landorus
688970061,iMagikarp,1,Brought1,Cresselia
688970061,Nails \xe2\x98\x8e \xe2\x98\x8e \xe2\x98\x8e,0,Brought1,Accelgor
694363285,Jhufself,0,Brought1,Tapu Koko
694363285,CarsonC_,1,Brought1,Ninetales
702620627,MasterWizardVGC,1,Brought1,Cresselia
702620627,Girafomola,0,Brought1,Metagross
706197144,Ingridients,0,Brought1,Gengar
706197144,GymNMons,1,Brought1,Tyranitar
708681970,Ne\xcd\x9c\xcd\xa1crocat219,1,Brought1,Azumarill
708681970,Nails \xe2\x98\x8e \xe2\x98\x8e \xe2\x98\x8e,0,Brought1,Salamence
684688844,raikoo,1,Brought1,Liepard
684688844,ModernGamer,0,Brought1,Ferrothorn
719359613,Rosenkreutz,0,Brought1,Politoed
719359613,Stratos,1,Brought1,Gardevoir
712593125,kAoRi,1,Brought1,Tyranitar
712593125,Serapis,0,Brought1,Lopunny
711637788,mudhiman,1,Brought1,Landorus
711637788,kswas,0,Brought1,Metagross
719066955,TalonVGC,1,Brought1,Charizard
719066955,ChipuauVGC,0,Brought1,Metagross
705923311,Boomguy,0,Brought1,Charizard
705923311,RaiderVGC,1,Brought1,Manectric
685194691,snow-pokepoke,1,Brought1,Charizard
685194691,Stratos,0,Brought1,Kommo-o
704094088,Eshivgc,1,Brought1,Scrafty
704094088,sebixxl,0,Brought1,Reuniclus
706099754,jana_nblp,1,Brought1,Metagross
706099754,StarKO,0,Brought1,Zapdos
709346798,Zelda,1,Brought1,Kangaskhan
709346798,rpindahouse,0,Brought1,Gardevoir
684485400,Crow380,0,Brought1,Kangaskhan
684485400,RaiderVGC,1,Brought1,Celesteela
702987108,RpIndaHouse,1,Brought1,Landorus
702987108,fegan mox,0,Brought1,Kangaskhan
707493421,lsmookyquartz,0,Brought1,Blacephalon
707493421,MrJellyLeggs,1,Brought1,Nihilego
711525497,Lore95VGC,1,Brought1,Kartana
711525497,TTT444,0,Brought1,Metagross
699205964,Xx3O,1,Brought1,Tyranitar
699205964,rpindahouse,0,Brought1,Cresselia
720287030,smith,1,Brought1,Greninja
720287030,PlayerOne (NPA),0,Brought1,Salamence
711695899,Prro-t,1,Brought1,Tyranitar
711695899,gummyfoxes,0,Brought1,Landorus
722855637,Seven_Poke,0,Brought1,Zapdos
722855637,YureeVGC,1,Brought1,Manectric
692204578,Tachibana Hibiki,0,Brought1,Metagross
692204578,Fire_gohan,1,Brought1,Kangaskhan
692070412,NBJuanCarlosMateos,1,Brought1,Metagross
692070412,Lore95VGC,0,Brought1,Salamence
696386898,Hitmonqian,1,Brought1,Salamence
696386898,bling blao,0,Brought1,Snorlax
685854260,rapha123,1,Brought1,Tapu Fini
685854260,wiegelinho,0,Brought1,Kangaskhan
711637933,mudhiman,1,Brought1,Landorus
711637933,kswas,0,Brought1,Tapu Lele
719359414,Rosenkreutz,0,Brought1,Politoed
719359414,Stratos,1,Brought1,Gardevoir
718537858,Kyriakou,1,Brought1,Tyranitar
718537858,LiL Owe,0,Brought1,Nihilego
705624082,LegacyVGC,0,Brought1,Salamence
705624082,MrJellyLeggs,1,Brought1,Incineroar
712408248,KillerQueenVGC,1,Brought1,Metagross
712408248,zlanif,0,Brought1,Landorus
691813377,MasterWizardVGC,1,Brought1,Charizard
691813377,lsmookyquartz,0,Brought1,Scrafty
722520685,Picklesword,1,Brought1,Gengar
722520685,mudhiman,0,Brought1,Gengar
698684554,gummyfoxes,1,Brought1,Tapu Koko
698684554,MajorBowman,0,Brought1,Manectric
683713550,AzazeLTheGod,0,Brought1,Whimsicott
683713550,Omega Gio,1,Brought1,Mawile
685084552,Sanvy,1,Brought1,Aegislash
685084552,starmetroid,0,Brought1,Charizard
684496142,LegaVGC,1,Brought1,Kangaskhan
684496142,lsmookyquartz,0,Brought1,Landorus
687759038,picklesword,1,Brought1,Charizard
687759038,snow-pokepoke,0,Brought1,Gengar
684578967,EmbC29,1,Brought1,Kangaskhan
684578967,PlayerOne (NPA),0,Brought1,Charizard
701760850,TalonVGC,1,Brought1,Tyranitar
701760850,Mancuso,0,Brought1,Charizard
683665141,TTT444,1,Brought1,Serperior
683665141,TA~Boah,0,Brought1,Cresselia
693308463,pac0tac019,1,Brought1,Salamence
693308463,Braverius,0,Brought1,Metagross
691426309,mudhiman,1,Brought1,Persian
691426309,bLcKkKkKk,0,Brought1,Gengar
685567543,Babbytr0n,1,Brought1,Metagross
685567543,Andy VGC,0,Brought1,Salamence
684111182,GeoLuc,1,Brought1,Tapu Lele
684111182,PromanVGC,0,Brought1,Kartana
705787076,VelocityVGC,1,Brought1,Zapdos
705787076,Zelda,0,Brought1,Amoonguss
706147252,7 Swans a-Swimming,1,Brought1,Manectric
706147252,TTT444,0,Brought1,Raichu
694227939,BlackO_VGC,0,Brought1,Tapu Koko
694227939,EmbC29,1,Brought1,Metagross
684043606,LegacyVGC,0,Brought1,Tapu Koko
684043606,Pephan,1,Brought1,Scrafty
684688752,raikoo,1,Brought1,Liepard
684688752,ModernGamer,0,Brought1,Ferrothorn
688854247,mudhiman,1,Brought1,Tapu Koko
688854247,kingdjk,0,Brought1,Camerupt
683406677,JHufself,1,Brought1,Manectric
683406677,leimin,0,Brought1,Tapu Lele
688879199,Ezrael,1,Brought1,Raichu
688879199,BlackO_VGC,0,Brought1,Latias
687884844,Sakurauchi Chika,0,Brought1,Salamence
687884844,Girafomola,1,Brought1,Whimsicott
688573712,emforbes,0,Brought1,Kangaskhan
688573712,leimin,1,Brought1,Zapdos
709531359,JekVGC,0,Brought1,Volcarona
709531359,PromanVGC,1,Brought1,Zapdos
684867083,fegan mox,1,Brought1,Manectric
684867083,EiMaGIVGC,0,Brought1,Landorus
707652136,Euler,1,Brought1,Tapu Koko
707652136,emforbes,0,Brought1,Venusaur
709206004,chef\xcb\x9a17\xcb\x9a,0,Brought1,Scrafty
709206004,TolucA7,1,Brought1,Tyranitar
707652039,Euler,0,Brought1,Tapu Koko
707652039,emforbes,1,Brought1,Venusaur
702189041,MrJellyLeggs,0,Brought1,Metagross
702189041,PadoVGC,1,Brought1,Celesteela
713648441,Pephan,0,Brought1,Manectric
713648441,emforbes,1,Brought1,Pelipper
725882957,GymNMons,0,Brought1,Gengar
725882957,LightCore,1,Brought1,Landorus
685564545,Prro-t,0,Brought1,Tyranitar
685564545,puddlesvgc,1,Brought1,Zapdos
684594851,TheBattleRoom,1,Brought1,Kangaskhan
684594851,AV-Linkyoshimario,0,Brought1,Snorlax
701777362,R Inanimate,1,Brought1,Metagross
701777362,chuppa,0,Brought1,Tyranitar
692218306,Eshivgc,1,Brought1,Metagross
692218306,R Inanimate,0,Brought1,Kangaskhan
692212544,Sanvy,1,Brought1,Charizard
692212544,MoscaVGC,0,Brought1,Landorus
725396242,EmbC29,1,Brought1,Gengar
725396242,EiMaGIVGC,0,Brought1,Incineroar
688075386,conanyk,1,Brought1,Landorus
688075386,Ingridients,0,Brought1,Tapu Bulu
695830536,TTT444,1,Brought1,Gothitelle
695830536,MajorBowman,0,Brought1,Manectric
704094365,Eshivgc,1,Brought1,Scrafty
704094365,sebixxl,0,Brought1,Reuniclus
691321219,GymNMons,1,Brought1,Latias
691321219,Boomguy,0,Brought1,Tapu Lele
701263623,TTT444,1,Brought1,Snorlax
701263623,Kotori17 (Ninjas),0,Brought1,Manectric
713170732,LegaVGC,1,Brought1,Cresselia
713170732,rapha123,0,Brought1,Aegislash
683912713,Euler,1,Brought1,Kangaskhan
683912713,Braverius,0,Brought1,Charizard
699240805,BlackO_VGC,0,Brought1,Charizard
699240805,ThunderRaikou22,1,Brought1,Tyranitar
708556900,kambler,0,Brought1,Manectric
708556900,Dynamoon,1,Brought1,Porygon2
686956327,Eric Rios NPA,0,Brought1,Salamence
686956327,Azazel_theGod,1,Brought1,Tyranitar
719969412,Omega Gio,0,Brought1,Amoonguss
719969412,Benster,1,Brought1,Incineroar
688284358,rpindahouse,0,Brought1,Ninetales
688284358,MissingNoL,1,Brought1,Kangaskhan
712405969,zeen172m,1,Brought1,Charizard
712405969,Rykku2isi,0,Brought1,Tapu Bulu
702661012,kAoRi,1,Brought1,Metagross
702661012,PlatypusVGC,0,Brought1,Tapu Fini
719162548,MajorBowman,1,Brought1,Tapu Koko
719162548,Olympicsvgc,0,Brought1,Tapu Koko
719131722,Prro-t,0,Brought1,Gardevoir
719131722,kAoRi,1,Brought1,Zapdos
718128612,PromanVGC,0,Brought1,Charizard
718128612,Pephan,1,Brought1,Azumarill
702189426,MrJellyLeggs,1,Brought1,Metagross
702189426,PadoVGC,0,Brought1,Persian
701263707,TTT444,1,Brought1,Snorlax
701263707,Kotori17 (Ninjas),0,Brought1,Manectric
719983517,EmbC29,0,Brought1,Politoed
719983517,emforbes,1,Brought1,Incineroar
699109097,Unreality,1,Brought1,Tyranitar
699109097,GymNMons,0,Brought1,Incineroar
688893174,zlanif,0,Brought1,Amoonguss
688893174,bling blao,1,Brought1,Kangaskhan
706292864,ralfdude90,0,Brought1,Landorus
706292864,kenvgc2018,1,Brought1,Salamence
712020285,AV-Linkyoshimario,1,Brought1,Persian
712020285,Fire_gohan,0,Brought1,Amoonguss
686956172,Azazel_theGod,0,Brought1,Tyranitar
686956172,Eric Rios NPA,1,Brought1,Salamence
694296811,LUKAMIR,0,Brought1,Incineroar
694296811,Knappi,1,Brought1,Breloom
719982793,EmbC29,0,Brought1,Politoed
719982793,emforbes,1,Brought1,Incineroar
713070347,pac0tac019,1,Brought1,Charizard
713070347,rpindahouse,0,Brought1,Gyarados
691296661,chef\xcb\x9a17\xcb\x9a,0,Brought1,Kangaskhan
691296661,ApplePieVGC,1,Brought1,Sceptile
685567648,Babbytr0n,1,Brought1,Metagross
685567648,Andy VGC,0,Brought1,Salamence
683586626,CarsonC_,1,Brought1,Kangaskhan
683586626,Gioppy,0,Brought1,Tapu Koko
709571040,BakedVGC,1,Brought1,Gyarados
709571040,raikoo,0,Brought1,Charizard
701591601,Benster,0,Brought1,Charizard
701591601,GymNMons,1,Brought1,Incineroar
708498068,iMagikarp,1,Brought1,Metagross
708498068,PadoVGC,0,Brought1,Blastoise
707493324,lsmookyquartz,1,Brought1,Zapdos
707493324,MrJellyLeggs,0,Brought1,Scrafty
687474602,smith,0,Brought1,Charizard
687474602,Pokebeys,1,Brought1,Azumarill
698646968,TolucA7,1,Brought1,Charizard
698646968,wiegelinho,0,Brought1,Cresselia
684111712,GeoLuc,0,Brought1,Tapu Lele
684111712,PromanVGC,1,Brought1,Kartana
705625425,Gramgus,0,Brought1,Kartana
705625425,707_Of_Cruisers,1,Brought1,Accelgor
698647328,TolucA7,0,Brought1,Raichu
698647328,wiegelinho,1,Brought1,Cresselia
683578654,PlatypusVGC,0,Brought1,Kangaskhan
683578654,zlanif,1,Brought1,Salamence
701669216,JZG,0,Brought1,Tapu Fini
701669216,Spurrific,1,Brought1,Latias
686967946,PinkSylvie,1,Brought1,Charizard
686967946,LegacyVGC,0,Brought1,Tyranitar
702718001,WinterH~\xe2\x99\xaa,1,Brought1,Tapu Lele
702718001,mudhiman,0,Brought1,Tapu Fini
694235724,EmbC29,1,Brought1,Zapdos
694235724,BlackO_VGC,0,Brought1,Metagross
685194894,snow-pokepoke,1,Brought1,Charizard
685194894,Stratos,0,Brought1,Incineroar
685541599,Jhonethan~\xe2\x9c\xbf,1,Brought1,Kommo-o
685541599,Xx3O,0,Brought1,Rotom
691664957,iMagikarp,0,Brought1,Mawile
691664957,AzazeLTheGod,1,Brought1,Tapu Fini
684570330,MasterWizardVGC,1,Brought1,Pelipper
684570330,Gramgus,0,Brought1,Volcarona
694363375,CarsonC_,1,Brought1,Ninetales
694363375,Jhufself,0,Brought1,Landorus
692277073,Kyriakou,0,Brought1,Politoed
692277073,KillerQueenVGC,1,Brought1,Terrakion
702589587,LegaVGC,1,Brought1,Aegislash
702589587,LUKAMIR,0,Brought1,Landorus
698203855,PlatypusVGC,0,Brought1,Tapu Koko
698203855,sogeking8000,1,Brought1,Salamence
688045511,Olympicsvgc,1,Brought1,Salamence
688045511,TTT444,0,Brought1,Accelgor
713072493,Braverius,0,Brought1,Charizard
713072493,PlayerOne (NPA),1,Brought1,Manectric
691782983,StarKO,1,Brought1,Cresselia
691782983,EnigneVGC,0,Brought1,Kangaskhan
696177306,PlatypusVGC,1,Brought1,Charizard
696177306,Spurrific,0,Brought1,Salamence
713094173,ThunderRaikou22,1,Brought1,Metagross
713094173,TalonVGC,0,Brought1,Ferrothorn
684111889,GeoLuc,0,Brought1,Tapu Lele
684111889,PromanVGC,1,Brought1,Kartana
684043940,LegacyVGC,1,Brought1,Weavile
684043940,Pephan,0,Brought1,Scrafty
718548594,LightCore,0,Brought1,Landorus
718548594,kenvgc2018,1,Brought1,Landorus
702189280,MrJellyLeggs,1,Brought1,Metagross
702189280,PadoVGC,0,Brought1,Celesteela
688683503,LegaVGC,0,Brought1,Metagross
688683503,Rosenkreutz,1,Brought1,Landorus
713170456,rapha123,1,Brought1,Landorus
713170456,LegaVGC,0,Brought1,Cresselia
708637457,Unreality,0,Brought1,Tyranitar
708637457,TheBattleRoom,1,Brought1,Cresselia
695686711,rapha123,0,Brought1,Charizard
695686711,GymNMons,1,Brought1,Jellicent
694888967,Harbinger Aegis,0,Brought1,Tapu Koko
694888967,Footstool,1,Brought1,Tapu Fini
726268786,TalonVGC,1,Brought1,Nihilego
726268786,triceratops5,0,Brought1,Porygon2
684660185,Jana (NBLP),0,Brought1,Charizard
684660185,triceratops5,1,Brought1,Snorlax
724935208,TTT444,1,Brought1,Metagross
724935208,zeen172m,0,Brought1,Garchomp
688893287,zlanif,0,Brought1,Azumarill
688893287,bling blao,1,Brought1,Heatran
695696326,Tachibana Hibiki,1,Brought1,Tyranitar
695696326,Sanvy,0,Brought1,Kangaskhan
694153143,mihrab,0,Brought1,Pelipper
694153143,Pephan,1,Brought1,Accelgor
693148069,Eshivgc,1,Brought1,Latias
693148069,Ezrael,0,Brought1,Kangaskhan
702620496,Girafomola,0,Brought1,Metagross
702620496,MasterWizardVGC,1,Brought1,Heatran
688198860,Moeper,0,Brought1,Metagross
688198860,EmbC29,1,Brought1,Gengar
684709440,ralfdude90,0,Brought1,Metagross
684709440,MajorBowman,1,Brought1,Landorus
712206807,MissingNoL,1,Brought1,Charizard
712206807,TA~Boah,0,Brought1,Cresselia
691369532,Ne\xcd\x9c\xcd\xa1crocat219,1,Brought1,Charizard
691369532,IRNemesis,0,Brought1,Tapu Lele
685467274,KAORI\xe2\x9c\xbf,0,Brought1,Charizard
685467274,iMagikarp,1,Brought1,Tyranitar
695370965,Cobalte,0,Brought1,Raichu
695370965,MrPenguin93,1,Brought1,Manectric
688169255,triceratops5,1,Brought1,Gengar
688169255,Porengan,0,Brought1,Salamence
693787147,triceratops5,0,Brought1,Landorus
693787147,TheBattleRoom,1,Brought1,Charizard
702721875,raikoo,0,Brought1,Scrafty
702721875,GillySuits,1,Brought1,Charizard
700735654,Stratos,1,Brought1,Charizard
700735654,Zorro-T,0,Brought1,Kartana
702986847,RpIndaHouse,0,Brought1,Landorus
702986847,fegan mox,1,Brought1,Kangaskhan
701241293,pac0tac019,1,Brought1,Metagross
701241293,sogeking8000,0,Brought1,Gyarados
719131834,kAoRi,1,Brought1,Zapdos
719131834,Prro-t,0,Brought1,Gardevoir
699041423,Tachibana Hibiki,1,Brought1,Salamence
699041423,rapha123,0,Brought1,Tapu Fini
708643124,Yoshiandlugia,0,Brought1,Araquanid
708643124,Brodasenpai,1,Brought1,Salamence
708063695,EmbC29,1,Brought1,Camerupt
708063695,LiL Owe,0,Brought1,Amoonguss
692726660,Braverius,0,Brought1,Metagross
692726660,SilverTouc,1,Brought1,Landorus
698560031,EmbC29,1,Brought1,Gengar
698560031,AzazeLTheGod,0,Brought1,Manectric
687362766,PuddlesVGC,1,Brought1,Metagross
687362766,frania \xe2\x99\x94,0,Brought1,Salamence
699181900,Babbytr0n,0,Brought1,Metagross
699181900,duomark,1,Brought1,Salamence
705649790,TolucA7,1,Brought1,Charizard
705649790,Euler,0,Brought1,Cresselia
708557076,kambler,0,Brought1,Manectric
708557076,Dynamoon,1,Brought1,Porygon2
702589456,LegaVGC,0,Brought1,Aegislash
702589456,LUKAMIR,1,Brought1,Landorus
709117595,Spurrific,1,Brought1,Mimikyu
709117595,GymNmons,0,Brought1,Metagross
693751445,StarKO,0,Brought1,Tapu Fini
693751445,TolucA7,1,Brought1,Metagross
702262909,blckkkkkk,1,Brought1,Landorus
702262909,kenvgc2018,0,Brought1,Gothitelle
713070176,pac0tac019,0,Brought1,Charizard
713070176,rpindahouse,1,Brought1,Gyarados
698147282,weeaboohuntertri,1,Brought1,Conkeldurr
698147282,Crow380,0,Brought1,Raichu
688248017,ralfdude90,1,Brought1,Tapu Fini
688248017,fegan mox,0,Brought1,Celesteela
712165838,Olympicsvgc,1,Brought1,Charizard
712165838,IRNemesis,0,Brought1,Volcarona
705250281,Unreality,0,Brought1,Gyarados
705250281,pac0tac019,1,Brought1,Landorus
691859942,TTT444,1,Brought1,Gothitelle
691859942,snow-pokepoke,0,Brought1,Gengar
709034216,PinkSylvie,1,Brought1,Mimikyu
709034216,ChipuauVGC,0,Brought1,Accelgor
713096801,GymNMons,1,Brought1,Tapu Lele
713096801,PKAB,0,Brought1,Metagross
704682735,Serapis,1,Brought1,Tapu Lele
704682735,TA~Boah,0,Brought1,Landorus
705361087,Brady1225,0,Brought1,Gardevoir
705361087,IamJabberwocky,1,Brought1,Landorus
694269861,AV-Linkyoshimario,0,Brought1,Metagross
694269861,PinkSylvie,1,Brought1,Azumarill
692152938,Girafomola,0,Brought1,Gothitelle
692152938,TalonVGC,1,Brought1,Tapu Fini
726591791,LegaVGC,0,Brought1,Mimikyu
726591791,duomark,1,Brought1,Latias
684484294,Crow380,0,Brought1,Kangaskhan
684484294,RaiderVGC,1,Brought1,Rotom
726267999,triceratops5,1,Brought1,Landorus
726267999,TalonVGC,0,Brought1,Kommo-o
691371894,triceratops5,0,Brought1,Latias
691371894,JZG,1,Brought1,Latias
693787047,triceratops5,1,Brought1,Snorlax
693787047,TheBattleRoom,0,Brought1,Charizard
718480507,R Inanimate,1,Brought1,Tapu Koko
718480507,Mancuso,0,Brought1,Salamence
694149399,JZG,1,Brought1,Pelipper
694149399,fevzi-oe,0,Brought1,Latias
685691666,conanyk,0,Brought1,Cresselia
685691666,EnigneVGC,1,Brought1,Kommo-o
685660290,DonVGC NPA Dogs,1,Brought1,Charizard
685660290,Nails \xe2\x98\x8e \xe2\x98\x8e \xe2\x98\x8e,0,Brought1,Kangaskhan
686929220,KillerQueenVGC,0,Brought1,Kangaskhan
686929220,StarKO,1,Brought1,Kangaskhan
688796573,MasterWizardVGC,1,Brought1,Charizard
688796573,Rykku2isi,0,Brought1,Charizard
698694294,SalaMenace,0,Brought1,Crobat
698694294,Ne\xcd\x9c\xcd\xa1crocat219,1,Brought1,Landorus
692385575,conanyk,0,Brought1,Kangaskhan
692385575,Spurrific,1,Brought1,Persian
701450553,Lore95VGC,1,Brought1,Tapu Bulu
701450553,Knappi,0,Brought1,Scrafty
720462299,MissingNoL,1,Brought1,Metagross
720462299,Architeuthis NPA,0,Brought1,Blastoise
697722136,Eakes,0,Brought1,Latias
697722136,LightCore,1,Brought1,Camerupt
683616528,Mancuso,0,Brought1,Charizard
683616528,MrJellyLeggs,1,Brought1,Terrakion
704709030,Eric Rios,0,Brought1,Azumarill
704709030,PadoVGC,1,Brought1,Manectric
706030689,Spirits Peppe,0,Brought1,Landorus
706030689,bakedvgc,1,Brought1,Tapu Lele
718601963,Spirits Peppe,0,Brought1,Tapu Koko
718601963,pac0tac019,1,Brought1,Tapu Koko
704725415,Picklesword,1,Brought1,Tapu Bulu
704725415,Azazel_theGod,0,Brought1,Gardevoir
699029563,Jhonethan~\xe2\x9c\xbf,1,Brought1,Lopunny
699029563,PKAB,0,Brought1,Cresselia
687509752,Brady1225,1,Brought1,Ferrothorn
